Billing Date,Net Weight,Sales Region,Invoice Value,Material Code,Size,QTY(EA)
2023-02-08,0.010106,EX,71.5,FAML0504N000N2000,Multy Purpose Ladder,1
2022-09-22,0.00557,R2,10732.17,FASL3000M001L0700,STEP LADDER,1
2022-09-22,0.004849999999999999,R2,9202.18,FASL3000M001L0600,STEP LADDER,1
2022-09-22,0.00785,R2,15373.92,FASL2000M001N0800,STEP LADDER,1
2022-10-16,0.004849999999999999,R2,9202.18,FASL3000M001L0600,STEP LADDER,1
2022-10-20,0.004849999999999999,R2,9202.18,FASL3000M001L0600,STEP LADDER,1
2023-01-15,0.00557,R2,10966.48,FASL3000M001L0700,STEP LADDER,1
2023-02-07,0.00395,R2,7854.74,FASL3000M001L0500,STEP LADDER,1
2022-10-03,0.01671,R2,32196.53,FASL3000M001L0700,STEP LADDER,3
2022-10-03,0.009699999999999999,R2,18404.35,FASL3000M001L0600,STEP LADDER,2
2022-10-10,0.00557,R2,10732.18,FASL3000M001L0700,STEP LADDER,1
2022-10-10,0.00785,R2,15373.92,FASL2000M001N0800,STEP LADDER,1
2022-12-24,0.00557,R2,10966.48,FASL3000M001L0700,STEP LADDER,1
2022-06-16,0.00785,R2,16700.0,FASL2000M001N0800,STEP LADDER,1
2022-09-11,0.004849999999999999,R2,9202.18,FASL3000M001L0600,STEP LADDER,1
2023-03-09,0.004849999999999999,R2,9403.22,FASL3000M001L0600,STEP LADDER,1
2022-09-07,0.00557,R2,10814.73,FASL3000M001L0700,STEP LADDER,1
2022-10-11,0.00557,R1,8838.26,FASL3000M001L0700,STEP LADDER,1
2022-10-12,0.00319,R1,5052.17,FASL3000M001L0400,STEP LADDER,1
2022-11-25,0.00557,R1,9031.22,FASL3000M001L0700,STEP LADDER,1
2022-12-29,0.00894,R1,14554.52,FASL2000M001N0900,STEP LADDER,1
2022-04-30,0.00395,R1,4918.98,FASL3000M001L0500,STEP LADDER,1
2022-12-29,0.00557,R2,9031.22,FASL3000M001L0700,STEP LADDER,1
2022-04-30,0.00395,R2,5497.69,FASL3000M001L0500,STEP LADDER,1
2022-05-09,0.00557,R2,7696.76,FASL3000M001L0700,STEP LADDER,1
2022-09-28,0.00395,R2,7686.96,FASL3000M001L0500,STEP LADDER,1
2022-10-06,0.00319,R2,6134.78,FASL3000M001L0400,STEP LADDER,1
2022-10-11,0.00785,R2,15373.92,FASL2000M001N0800,STEP LADDER,1
2022-12-02,0.00319,R2,6268.56,FASL3000M001L0400,STEP LADDER,1
2022-12-28,0.00557,R2,10966.48,FASL3000M001L0700,STEP LADDER,1
2023-01-07,0.00395,R2,7854.74,FASL3000M001L0500,STEP LADDER,1
2023-01-18,0.00557,R2,10966.48,FASL3000M001L0700,STEP LADDER,1
2023-02-07,0.00785,R2,15709.48,FASL2000M001N0800,STEP LADDER,1
2023-02-20,0.00557,R2,10966.48,FASL3000M001L0700,STEP LADDER,1
2022-07-25,0.00557,R2,12087.05,FASL3000M001L0700,STEP LADDER,1
2022-07-25,0.00785,R2,16700.0,FASL2000M001N0800,STEP LADDER,1
2022-08-12,0.00785,R2,16700.0,FASL2000M001N0800,STEP LADDER,1
2023-02-17,0.00395,R2,7854.74,FASL3000M001L0500,STEP LADDER,1
2023-02-18,0.00785,R2,15709.48,FASL2000M001N0800,STEP LADDER,1
2023-02-24,0.00557,R2,10966.48,FASL3000M001L0700,STEP LADDER,1
2022-09-17,0.00557,R2,10732.18,FASL3000M001L0700,STEP LADDER,1
2022-09-17,0.00319,R2,6134.78,FASL3000M001L0400,STEP LADDER,1
2023-02-28,0.0314,R8,51748.88,FASL2000M001N0800,STEP LADDER,4
2023-02-28,0.01975,R8,32343.04,FASL3000M001L0500,STEP LADDER,5
2023-03-07,-0.01975,R8,-32343.04,FASL3000M001L0500,STEP LADDER,-5
2023-03-09,0.02785,R8,45156.08,FASL3000M001L0700,STEP LADDER,5
2023-03-09,0.0157,R8,25874.44,FASL2000M001N0800,STEP LADDER,2
2023-03-09,0.02785,R8,45156.09,FASL3000M001L0700,STEP LADDER,5
2023-03-11,-0.00785,R8,-12937.22,FASL2000M001N0800,STEP LADDER,-1
2023-03-11,-0.00557,R8,-9031.22,FASL3000M001L0700,STEP LADDER,-1
2022-09-30,0.00957,R8,15156.51,FASL3000M001L0400,STEP LADDER,3
2022-09-30,0.02425,R8,37891.32,FASL3000M001L0600,STEP LADDER,5
2022-09-30,0.03925,R8,63304.35,FASL2000M001N0800,STEP LADDER,5
2022-09-30,0.009699999999999999,R8,15156.52,FASL3000M001L0600,STEP LADDER,2
2022-09-30,0.0157,R8,25321.75,FASL2000M001N0800,STEP LADDER,2
2022-09-30,0.0079,R8,12660.87,FASL3000M001L0500,STEP LADDER,2
2022-09-30,0.02785,R8,44191.32,FASL3000M001L0700,STEP LADDER,5
2022-09-30,0.02425,R8,37891.32,FASL3000M001L0600,STEP LADDER,5
2022-09-30,0.03925,R8,63304.35,FASL2000M001N0800,STEP LADDER,5
2022-10-29,0.02785,R8,44191.31,FASL3000M001L0700,STEP LADDER,5
2022-10-29,0.02016,R8,31652.18,FASL2000M001N1000,STEP LADDER,2
2022-10-31,0.0157,R8,25321.74,FASL2000M001N0800,STEP LADDER,2
2022-12-30,0.03342,R8,54187.31,FASL3000M001L0700,STEP LADDER,6
2022-12-30,0.0291,R8,46462.96,FASL3000M001L0600,STEP LADDER,6
2022-12-30,0.03925,R8,64686.09,FASL2000M001N0800,STEP LADDER,5
2022-12-30,0.00957,R8,15487.04,FASL3000M001L0400,STEP LADDER,3
2022-12-30,0.01975,R8,32343.04,FASL3000M001L0500,STEP LADDER,5
2022-12-30,0.02228,R8,36124.87,FASL3000M001L0700,STEP LADDER,4
2022-12-30,0.01455,R8,23231.48,FASL3000M001L0600,STEP LADDER,3
2022-09-08,0.0557,R2,82069.58,FASL3000M001L0700,STEP LADDER,10
2022-09-08,0.0485,R2,70369.58,FASL3000M001L0600,STEP LADDER,10
2022-09-08,0.0785,R2,117565.26,FASL2000M001N0800,STEP LADDER,10
2022-09-08,0.0395,R2,58782.62,FASL3000M001L0500,STEP LADDER,10
2022-09-08,0.0504,R2,73478.27,FASL2000M001N1000,STEP LADDER,5
2022-09-08,0.044700000000000004,R2,66130.44,FASL2000M001N0900,STEP LADDER,5
2022-06-29,0.01008,R7,20875.0,FASL2000M001N1000,STEP LADDER,1
2022-07-31,0.12125,R5,236111.09,FASL3000M001L0600,STEP LADDER,25
2022-07-31,0.13925,R5,270368.21,FASL3000M001L0700,STEP LADDER,25
2022-10-28,0.157,R5,253217.44,FASL2000M001N0800,STEP LADDER,20
2022-10-28,0.1114,R5,159088.73,FASL3000M001L0700,STEP LADDER,20
2022-09-30,0.019399999999999997,R8,30313.05,FASL3000M001L0600,STEP LADDER,4
2022-09-30,0.02228,R8,35353.06,FASL3000M001L0700,STEP LADDER,4
2022-09-30,0.0157,R8,25321.74,FASL2000M001N0800,STEP LADDER,2
2022-04-28,0.03024,DR,46388.89,FASL2000M001N1000,STEP LADDER,3
2022-04-28,0.00395,DR,5787.04,FASL3000M001L0500,STEP LADDER,1
2022-04-28,0.03024,DR,46388.89,FASL2000M001N1000,STEP LADDER,3
2022-04-28,0.0158,DR,23148.15,FASL3000M001L0500,STEP LADDER,4
2022-04-28,0.07241,DR,105324.08,FASL3000M001L0700,STEP LADDER,13
2022-04-28,0.02228,DR,32407.41,FASL3000M001L0700,STEP LADDER,4
2022-04-28,0.00894,DR,13916.67,FASL2000M001N0900,STEP LADDER,1
2022-04-28,0.00785,DR,12370.37,FASL2000M001N0800,STEP LADDER,1
2022-04-28,0.01008,DR,15462.96,FASL2000M001N1000,STEP LADDER,1
2022-04-28,0.1114,DR,162037.04,FASL3000M001L0700,STEP LADDER,20
2022-04-28,0.00894,DR,13916.67,FASL2000M001N0900,STEP LADDER,1
2022-04-28,0.00557,DR,8101.85,FASL3000M001L0700,STEP LADDER,1
2022-04-28,0.05335,DR,76388.89,FASL3000M001L0600,STEP LADDER,11
2022-04-28,0.00785,DR,12370.37,FASL2000M001N0800,STEP LADDER,1
2022-04-28,0.00894,DR,13916.67,FASL2000M001N0900,STEP LADDER,1
2022-04-28,0.0157,DR,24740.74,FASL2000M001N0800,STEP LADDER,2
2022-04-30,0.01455,DR,20833.33,FASL3000M001L0600,STEP LADDER,3
2022-04-30,0.03395,DR,48611.11,FASL3000M001L0600,STEP LADDER,7
2022-04-30,0.06684,DR,97222.22,FASL3000M001L0700,STEP LADDER,12
2022-04-30,-0.01671,DR,-24305.56,FASL3000M001L0700,STEP LADDER,-3
2022-04-30,-0.02016,DR,-30925.93,FASL2000M001N1000,STEP LADDER,-2
2022-04-30,-0.03024,DR,-37638.89,FASL2000M001N1000,STEP LADDER,-3
2022-04-30,-0.02016,DR,-25092.59,FASL2000M001N1000,STEP LADDER,-2
2022-04-30,-0.01788,DR,-22222.22,FASL2000M001N0900,STEP LADDER,-2
2022-04-30,-0.03024,DR,-46388.89,FASL2000M001N1000,STEP LADDER,-3
2022-04-30,-0.02016,DR,-25092.59,FASL2000M001N1000,STEP LADDER,-2
2022-04-30,-0.01455,DR,-20833.33,FASL3000M001L0600,STEP LADDER,-3
2022-04-30,-0.012416,DR,-34444.43,FAML0304M001N1200,Multy Purpose Ladder,-2
2022-04-30,-0.00785,DR,-12370.37,FASL2000M001N0800,STEP LADDER,-1
2022-04-30,-0.00395,DR,-4787.04,FASL3000M001L0500,STEP LADDER,-1
2022-04-30,0.00395,DR,5787.04,FASL3000M001L0500,STEP LADDER,1
2022-04-30,0.01975,DR,28935.18,FASL3000M001L0500,STEP LADDER,5
2022-04-30,0.00395,DR,5787.04,FASL3000M001L0500,STEP LADDER,1
2022-04-30,0.00785,DR,12370.37,FASL2000M001N0800,STEP LADDER,1
2022-04-30,0.03024,DR,46388.89,FASL2000M001N1000,STEP LADDER,3
2022-05-12,0.0157,DR,24740.74,FASL2000M001N0800,STEP LADDER,2
2022-05-12,0.00319,DR,4629.63,FASL3000M001L0400,STEP LADDER,1
2022-05-12,0.01008,DR,15462.96,FASL2000M001N1000,STEP LADDER,1
2022-05-12,0.0157,DR,24740.74,FASL2000M001N0800,STEP LADDER,2
2022-05-12,0.02016,DR,30925.93,FASL2000M001N1000,STEP LADDER,2
2022-05-12,0.02425,DR,34722.22,FASL3000M001L0600,STEP LADDER,5
2022-05-12,0.00894,DR,13916.67,FASL2000M001N0900,STEP LADDER,1
2022-05-12,0.004849999999999999,DR,6944.44,FASL3000M001L0600,STEP LADDER,1
2022-05-12,0.00785,DR,18555.56,FASL2000M001N0800,STEP LADDER,1
2022-05-12,0.02682,DR,62625.0,FASL2000M001N0900,STEP LADDER,3
2022-05-12,0.01276,DR,29629.63,FASL3000M001L0400,STEP LADDER,4
2022-05-13,0.004849999999999999,DR,6944.44,FASL3000M001L0600,STEP LADDER,1
2022-05-13,0.02016,DR,30925.93,FASL2000M001N1000,STEP LADDER,2
2022-05-13,0.02425,DR,34722.22,FASL3000M001L0600,STEP LADDER,5
2022-05-13,0.01455,DR,33333.33,FASL3000M001L0600,STEP LADDER,3
2022-05-23,0.02233,DR,51851.85,FASL3000M001L0400,STEP LADDER,7
2022-05-23,0.21825,DR,500000.0,FASL3000M001L0600,STEP LADDER,45
2022-05-23,0.32306,DR,751851.87,FASL3000M001L0700,STEP LADDER,58
2022-05-23,0.02682,DR,62625.0,FASL2000M001N0900,STEP LADDER,3
2022-05-23,0.0158,DR,37037.04,FASL3000M001L0500,STEP LADDER,4
2022-05-23,0.07065,DR,167000.0,FASL2000M001N0800,STEP LADDER,9
2022-05-26,-0.00319,DR,-4629.63,FASL3000M001L0400,STEP LADDER,-1
2022-05-26,-0.00894,DR,-13916.67,FASL2000M001N0900,STEP LADDER,-1
2022-05-26,-0.0079,DR,-11574.09,FASL3000M001L0500,STEP LADDER,-2
2022-05-26,-0.02355,DR,-37111.11,FASL2000M001N0800,STEP LADDER,-3
2022-05-26,-0.01455,DR,-20833.33,FASL3000M001L0600,STEP LADDER,-3
2022-05-26,-0.01671,DR,-24305.56,FASL3000M001L0700,STEP LADDER,-3
2022-05-26,-0.07056,DR,-108240.74,FASL2000M001N1000,STEP LADDER,-7
2022-05-30,-0.004849999999999999,DR,-11111.11,FASL3000M001L0600,STEP LADDER,-1
2022-05-30,-0.01185,DR,-27777.78,FASL3000M001L0500,STEP LADDER,-3
2022-05-30,-0.0504,DR,-115972.22,FASL2000M001N1000,STEP LADDER,-5
2022-05-30,-0.061270000000000005,DR,-142592.6,FASL3000M001L0700,STEP LADDER,-11
2022-06-07,0.1455,DR,333333.2,FASL3000M001L0600,STEP LADDER,30
2022-06-07,0.00894,DR,20875.0,FASL2000M001N0900,STEP LADDER,1
2022-06-07,0.1256,DR,296889.0,FASL2000M001N0800,STEP LADDER,16
2022-06-07,0.0316,DR,74074.07,FASL3000M001L0500,STEP LADDER,8
2022-06-07,0.0319,DR,74074.11,FASL3000M001L0400,STEP LADDER,10
2022-06-07,0.02228,DR,32407.39,FASL3000M001L0700,STEP LADDER,4
2022-06-16,-0.0079,DR,-18518.52,FASL3000M001L0500,STEP LADDER,-2
2022-06-16,-0.02355,DR,-55666.69,FASL2000M001N0800,STEP LADDER,-3
2022-06-16,-0.038990000000000004,DR,-90740.75,FASL3000M001L0700,STEP LADDER,-7
2022-06-16,-0.03395,DR,-77777.75,FASL3000M001L0600,STEP LADDER,-7
2022-06-22,0.03925,DR,92777.8,FASL2000M001N0800,STEP LADDER,5
2022-06-22,0.04456,DR,103703.68,FASL3000M001L0700,STEP LADDER,8
2022-06-22,0.00638,DR,14814.82,FASL3000M001L0400,STEP LADDER,2
2022-06-22,0.09072,DR,208749.96,FASL2000M001N1000,STEP LADDER,9
2022-06-22,0.0711,DR,166666.68,FASL3000M001L0500,STEP LADDER,18
2022-06-23,0.00319,DR,7407.41,FASL3000M001L0400,STEP LADDER,1
2022-06-23,0.10728,DR,250500.0,FASL2000M001N0900,STEP LADDER,12
2022-06-23,0.0474,DR,111111.12,FASL3000M001L0500,STEP LADDER,12
2022-06-23,0.24192,DR,556666.56,FASL2000M001N1000,STEP LADDER,24
2022-06-23,0.10583,DR,246296.24,FASL3000M001L0700,STEP LADDER,19
2022-06-23,0.03395,DR,77777.77,FASL3000M001L0600,STEP LADDER,7
2022-06-23,0.00319,DR,7407.41,FASL3000M001L0400,STEP LADDER,1
2022-06-23,0.0079,DR,18518.52,FASL3000M001L0500,STEP LADDER,2
2022-06-23,0.004849999999999999,DR,11111.11,FASL3000M001L0600,STEP LADDER,1
2022-06-23,0.2016,DR,463888.8,FASL2000M001N1000,STEP LADDER,20
2022-06-24,0.0557,DR,129629.6,FASL3000M001L0700,STEP LADDER,10
2022-06-25,0.14482,DR,337036.96,FASL3000M001L0700,STEP LADDER,26
2022-06-30,0.004849999999999999,DR,11111.11,FASL3000M001L0600,STEP LADDER,1
2022-06-30,0.08355,DR,194444.4,FASL3000M001L0700,STEP LADDER,15
2022-06-30,0.00395,DR,9259.26,FASL3000M001L0500,STEP LADDER,1
2022-06-30,0.02016,DR,46388.88,FASL2000M001N1000,STEP LADDER,2
2022-06-30,0.00395,DR,9259.26,FASL3000M001L0500,STEP LADDER,1
2022-06-30,0.05013,DR,116666.64,FASL3000M001L0700,STEP LADDER,9
2022-07-07,0.01671,DR,38888.88,FASL3000M001L0700,STEP LADDER,3
2022-07-07,0.009699999999999999,DR,22222.22,FASL3000M001L0600,STEP LADDER,2
2022-07-07,0.00785,DR,18555.56,FASL2000M001N0800,STEP LADDER,1
2022-07-15,0.02425,DR,55555.55,FASL3000M001L0600,STEP LADDER,5
2022-07-15,0.0157,DR,37111.12,FASL2000M001N0800,STEP LADDER,2
2022-07-14,-0.00785,DR,-18555.56,FASL2000M001N0800,STEP LADDER,-1
2022-07-14,-0.00557,DR,-12962.96,FASL3000M001L0700,STEP LADDER,-1
2022-07-14,-0.00319,DR,-7407.41,FASL3000M001L0400,STEP LADDER,-1
2022-07-27,0.00785,DR,18555.56,FASL2000M001N0800,STEP LADDER,1
2022-07-27,0.01788,DR,41750.0,FASL2000M001N0900,STEP LADDER,2
2022-07-27,0.06048,DR,139178.52,FASL2000M001N1000,STEP LADDER,6
2022-07-29,0.02016,DR,46428.58,FASL2000M001N1000,STEP LADDER,2
2022-07-29,0.05013,DR,114508.89,FASL3000M001L0700,STEP LADDER,9
2022-07-30,0.019399999999999997,DR,44444.44,FASL3000M001L0600,STEP LADDER,4
2022-07-30,0.00894,DR,20875.0,FASL2000M001N0900,STEP LADDER,1
2022-07-30,0.01008,DR,23214.29,FASL2000M001N1000,STEP LADDER,1
2022-08-10,-0.00557,DR,-12723.21,FASL3000M001L0700,STEP LADDER,-1
2022-08-10,-0.01008,DR,-23214.29,FASL2000M001N1000,STEP LADDER,-1
2022-08-10,-0.004849999999999999,DR,-11111.11,FASL3000M001L0600,STEP LADDER,-1
2022-08-10,-0.00395,DR,-9259.26,FASL3000M001L0500,STEP LADDER,-1
2022-08-10,-0.00785,DR,-18555.56,FASL2000M001N0800,STEP LADDER,-1
2022-08-10,-0.01114,DR,-25446.42,FASL3000M001L0700,STEP LADDER,-2
2022-08-10,-0.0504,DR,-116071.45,FASL2000M001N1000,STEP LADDER,-5
2022-08-16,0.019399999999999997,DR,44444.44,FASL3000M001L0600,STEP LADDER,4
2022-08-16,0.00785,DR,18555.56,FASL2000M001N0800,STEP LADDER,1
2022-08-16,0.00395,DR,9259.26,FASL3000M001L0500,STEP LADDER,1
2022-08-23,0.00785,DR,18555.56,FASL2000M001N0800,STEP LADDER,1
2022-08-23,0.00894,DR,20875.0,FASL2000M001N0900,STEP LADDER,1
2022-08-23,0.0504,DR,116071.45,FASL2000M001N1000,STEP LADDER,5
2022-08-24,-0.01114,DR,-25446.42,FASL3000M001L0700,STEP LADDER,-2
2022-08-31,0.004849999999999999,DR,11111.11,FASL3000M001L0600,STEP LADDER,1
2022-08-31,0.00785,DR,18555.56,FASL2000M001N0800,STEP LADDER,1
2022-08-31,0.00894,DR,20875.0,FASL2000M001N0900,STEP LADDER,1
2022-08-31,0.01008,DR,23214.29,FASL2000M001N1000,STEP LADDER,1
2022-08-31,0.00319,DR,7407.41,FASL3000M001L0400,STEP LADDER,1
2022-08-31,0.00395,DR,9259.26,FASL3000M001L0500,STEP LADDER,1
2022-08-31,0.06684,DR,152678.52,FASL3000M001L0700,STEP LADDER,12
2022-08-31,0.02785,DR,63616.05,FASL3000M001L0700,STEP LADDER,5
2022-09-03,0.0157,DR,37111.12,FASL2000M001N0800,STEP LADDER,2
2022-09-03,0.02016,DR,46428.58,FASL2000M001N1000,STEP LADDER,2
2022-09-07,-0.00557,DR,-12723.21,FASL3000M001L0700,STEP LADDER,-1
2022-09-07,0.019399999999999997,DR,44444.44,FASL3000M001L0600,STEP LADDER,4
2022-09-07,0.03024,DR,69642.87,FASL2000M001N1000,STEP LADDER,3
2022-09-07,0.00557,DR,12723.21,FASL3000M001L0700,STEP LADDER,1
2022-09-09,0.004849999999999999,DR,10826.09,FASL3000M001L0600,STEP LADDER,1
2022-09-09,0.02785,DR,63130.45,FASL3000M001L0700,STEP LADDER,5
2022-09-09,0.02355,DR,54260.88,FASL2000M001N0800,STEP LADDER,3
2022-09-09,0.02016,DR,45217.4,FASL2000M001N1000,STEP LADDER,2
2022-09-13,0.01455,DR,32478.27,FASL3000M001L0600,STEP LADDER,3
2022-09-13,0.0157,DR,36173.92,FASL2000M001N0800,STEP LADDER,2
2022-09-13,0.0504,DR,113043.5,FASL2000M001N1000,STEP LADDER,5
2022-09-13,0.04456,DR,101008.72,FASL3000M001L0700,STEP LADDER,8
2022-09-20,0.00785,DR,18086.96,FASL2000M001N0800,STEP LADDER,1
2022-09-20,0.01008,DR,22608.7,FASL2000M001N1000,STEP LADDER,1
2022-09-20,0.00557,DR,12626.09,FASL3000M001L0700,STEP LADDER,1
2022-09-20,0.03395,DR,75782.63,FASL3000M001L0600,STEP LADDER,7
2022-09-20,0.00319,DR,7217.39,FASL3000M001L0400,STEP LADDER,1
2022-09-20,0.00557,DR,12626.09,FASL3000M001L0700,STEP LADDER,1
2022-09-20,0.00785,DR,18086.96,FASL2000M001N0800,STEP LADDER,1
2022-09-20,0.00319,DR,7217.39,FASL3000M001L0400,STEP LADDER,1
2022-09-20,0.00395,DR,9043.48,FASL3000M001L0500,STEP LADDER,1
2022-09-20,0.02016,DR,45217.4,FASL2000M001N1000,STEP LADDER,2
2022-09-20,0.009699999999999999,DR,21652.18,FASL3000M001L0600,STEP LADDER,2
2022-09-20,0.0157,DR,36173.92,FASL2000M001N0800,STEP LADDER,2
2022-09-20,0.00894,DR,20347.83,FASL2000M001N0900,STEP LADDER,1
2022-09-20,0.01008,DR,22608.7,FASL2000M001N1000,STEP LADDER,1
2022-09-20,0.00638,DR,14434.78,FASL3000M001L0400,STEP LADDER,2
2022-09-20,0.04456,DR,101008.72,FASL3000M001L0700,STEP LADDER,8
2022-09-20,0.01455,DR,32478.27,FASL3000M001L0600,STEP LADDER,3
2022-09-22,0.01008,DR,22608.7,FASL2000M001N1000,STEP LADDER,1
2022-09-22,0.00395,DR,9043.48,FASL3000M001L0500,STEP LADDER,1
2022-09-22,0.02228,DR,50504.36,FASL3000M001L0700,STEP LADDER,4
2022-09-24,0.01008,DR,22608.7,FASL2000M001N1000,STEP LADDER,1
2022-09-24,0.01671,DR,37878.27,FASL3000M001L0700,STEP LADDER,3
2022-09-24,0.009699999999999999,DR,21652.18,FASL3000M001L0600,STEP LADDER,2
2022-09-24,0.01455,DR,32478.27,FASL3000M001L0600,STEP LADDER,3
2022-09-28,0.00785,DR,18086.96,FASL2000M001N0800,STEP LADDER,1
2022-09-28,0.00319,DR,7217.39,FASL3000M001L0400,STEP LADDER,1
2022-09-28,0.02016,DR,45217.4,FASL2000M001N1000,STEP LADDER,2
2022-09-28,0.01671,DR,37878.27,FASL3000M001L0700,STEP LADDER,3
2022-09-28,0.01114,DR,25252.18,FASL3000M001L0700,STEP LADDER,2
2022-09-28,0.00785,DR,18086.96,FASL2000M001N0800,STEP LADDER,1
2022-09-28,0.01008,DR,22608.7,FASL2000M001N1000,STEP LADDER,1
2022-09-28,0.00957,DR,21652.17,FASL3000M001L0400,STEP LADDER,3
2022-09-29,0.0291,DR,64956.54,FASL3000M001L0600,STEP LADDER,6
2022-09-29,0.00894,DR,20347.83,FASL2000M001N0900,STEP LADDER,1
2022-09-28,-0.009699999999999999,DR,-21652.18,FASL3000M001L0600,STEP LADDER,-2
2022-09-28,-0.02016,DR,-45217.4,FASL2000M001N1000,STEP LADDER,-2
2022-09-28,-0.02785,DR,-63130.45,FASL3000M001L0700,STEP LADDER,-5
2022-09-30,-0.00395,DR,-9043.48,FASL3000M001L0500,STEP LADDER,-1
2022-09-30,0.00319,DR,7217.39,FASL3000M001L0400,STEP LADDER,1
2022-09-30,0.019399999999999997,DR,43304.36,FASL3000M001L0600,STEP LADDER,4
2022-09-30,0.00395,DR,9043.48,FASL3000M001L0500,STEP LADDER,1
2022-10-04,0.0504,DR,113043.5,FASL2000M001N1000,STEP LADDER,5
2022-10-04,0.01671,DR,37878.27,FASL3000M001L0700,STEP LADDER,3
2022-10-05,0.03925,DR,90434.8,FASL2000M001N0800,STEP LADDER,5
2022-10-05,0.00894,DR,20347.83,FASL2000M001N0900,STEP LADDER,1
2022-10-05,0.00395,DR,9043.48,FASL3000M001L0500,STEP LADDER,1
2022-10-05,0.00957,DR,21652.17,FASL3000M001L0400,STEP LADDER,3
2022-10-05,0.10026,DR,227269.62,FASL3000M001L0700,STEP LADDER,18
2022-10-05,0.0679,DR,151565.26,FASL3000M001L0600,STEP LADDER,14
2022-10-05,-0.00785,DR,-18086.96,FASL2000M001N0800,STEP LADDER,-1
2022-10-05,-0.01008,DR,-22608.7,FASL2000M001N1000,STEP LADDER,-1
2022-10-05,-0.01671,DR,-37878.27,FASL3000M001L0700,STEP LADDER,-3
2022-10-07,0.01008,DR,22608.7,FASL2000M001N1000,STEP LADDER,1
2022-10-07,0.01671,DR,37878.27,FASL3000M001L0700,STEP LADDER,3
2022-10-07,0.009699999999999999,DR,21652.18,FASL3000M001L0600,STEP LADDER,2
2022-10-18,0.03342,DR,75756.54,FASL3000M001L0700,STEP LADDER,6
2022-10-18,0.02425,DR,54130.45,FASL3000M001L0600,STEP LADDER,5
2022-10-18,0.02355,DR,54260.88,FASL2000M001N0800,STEP LADDER,3
2022-10-18,0.00894,DR,20347.83,FASL2000M001N0900,STEP LADDER,1
2022-10-18,0.03024,DR,67826.1,FASL2000M001N1000,STEP LADDER,3
2022-10-18,0.004849999999999999,DR,10826.09,FASL3000M001L0600,STEP LADDER,1
2022-10-18,0.00785,DR,18086.96,FASL2000M001N0800,STEP LADDER,1
2022-10-18,0.01008,DR,22608.7,FASL2000M001N1000,STEP LADDER,1
2022-10-18,0.00319,DR,7217.39,FASL3000M001L0400,STEP LADDER,1
2022-10-18,0.00557,DR,12626.09,FASL3000M001L0700,STEP LADDER,1
2022-10-18,0.00785,DR,18086.96,FASL2000M001N0800,STEP LADDER,1
2022-10-18,0.00894,DR,20347.83,FASL2000M001N0900,STEP LADDER,1
2022-10-18,0.02016,DR,45217.4,FASL2000M001N1000,STEP LADDER,2
2022-10-18,0.00557,DR,12626.09,FASL3000M001L0700,STEP LADDER,1
2022-10-24,0.01114,DR,25252.18,FASL3000M001L0700,STEP LADDER,2
2022-10-24,0.00894,DR,20347.83,FASL2000M001N0900,STEP LADDER,1
2022-10-24,0.004849999999999999,DR,10826.09,FASL3000M001L0600,STEP LADDER,1
2022-10-24,0.04032,DR,90434.8,FASL2000M001N1000,STEP LADDER,4
2022-10-24,0.004849999999999999,DR,10826.09,FASL3000M001L0600,STEP LADDER,1
2022-10-24,0.004849999999999999,DR,10826.09,FASL3000M001L0600,STEP LADDER,1
2022-10-24,0.01008,DR,22608.7,FASL2000M001N1000,STEP LADDER,1
2022-10-24,0.01114,DR,25252.18,FASL3000M001L0700,STEP LADDER,2
2022-10-24,0.00319,DR,7217.39,FASL3000M001L0400,STEP LADDER,1
2022-10-27,0.02016,DR,45217.4,FASL2000M001N1000,STEP LADDER,2
2022-10-27,0.038990000000000004,DR,88382.63,FASL3000M001L0700,STEP LADDER,7
2022-10-27,0.019399999999999997,DR,43304.36,FASL3000M001L0600,STEP LADDER,4
2022-10-29,0.01671,DR,37878.27,FASL3000M001L0700,STEP LADDER,3
2022-10-29,0.004849999999999999,DR,10826.09,FASL3000M001L0600,STEP LADDER,1
2022-10-29,0.00395,DR,9043.48,FASL3000M001L0500,STEP LADDER,1
2022-10-29,0.01788,DR,40695.66,FASL2000M001N0900,STEP LADDER,2
2022-11-03,0.009699999999999999,DR,22125.22,FASL3000M001L0600,STEP LADDER,2
2022-11-03,0.00785,DR,18481.74,FASL2000M001N0800,STEP LADDER,1
2022-11-03,0.01008,DR,23101.74,FASL2000M001N1000,STEP LADDER,1
2022-11-08,0.01671,DR,38705.22,FASL3000M001L0700,STEP LADDER,3
2022-11-08,0.02425,DR,55313.05,FASL3000M001L0600,STEP LADDER,5
2022-11-08,0.0157,DR,36963.48,FASL2000M001N0800,STEP LADDER,2
2022-11-08,0.01008,DR,23101.74,FASL2000M001N1000,STEP LADDER,1
2022-11-10,0.03342,DR,77410.44,FASL3000M001L0700,STEP LADDER,6
2022-11-10,0.019399999999999997,DR,44250.44,FASL3000M001L0600,STEP LADDER,4
2022-11-10,0.00785,DR,18481.74,FASL2000M001N0800,STEP LADDER,1
2022-11-10,0.01008,DR,23101.74,FASL2000M001N1000,STEP LADDER,1
2022-11-10,0.01788,DR,41584.34,FASL2000M001N0900,STEP LADDER,2
2022-11-10,0.0079,DR,18481.74,FASL3000M001L0500,STEP LADDER,2
